Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2020-01-02,93.75,94.90049743652344,93.2074966430664,94.90049743652344,80580000,0.0,0.0
2020-01-03,93.2249984741211,94.30999755859376,93.2249984741211,93.74849700927734,75288000,0.0,0.0
2020-01-06,93.0,95.18450164794922,93.0,95.1439971923828,81236000,0.0,0.0
2020-01-07,95.2249984741211,95.69450378417967,94.60199737548828,95.34300231933594,80898000,0.0,0.0
2020-01-08,94.9020004272461,95.5500030517578,94.3219985961914,94.59850311279295,70160000,0.0,0.0
2020-01-09,95.49449920654295,95.89099884033205,94.79000091552734,95.05249786376952,63346000,0.0,0.0
2020-01-10,95.26850128173828,95.34700012207033,94.0,94.15799713134766,57074000,0.0,0.0
2020-01-13,94.56549835205078,94.9000015258789,94.04000091552734,94.56500244140624,55616000,0.0,0.0
2020-01-14,94.29399871826172,94.35549926757812,92.92749786376952,93.47200012207033,68818000,0.0,0.0
2020-01-15,93.6125030517578,93.94300079345705,92.75450134277344,93.10099792480467,57932000,0.0,0.0
2020-01-16,94.14949798583984,94.27950286865234,93.3010025024414,93.89700317382812,53190000,0.0,0.0
2020-01-17,94.29450225830078,94.33200073242188,92.8625030517578,93.23600006103516,79946000,0.0,0.0
2020-01-21,93.25,94.7135009765625,93.0,94.5999984741211,74156000,0.0,0.0
2020-01-22,94.80449676513672,95.125,94.16699981689452,94.3730010986328,64326000,0.0,0.0
2020-01-23,94.25550079345705,94.4990005493164,93.63800048828124,94.22899627685548,49692000,0.0,0.0
2020-01-24,94.56849670410156,94.74949645996094,92.37200164794922,93.08200073242188,75324000,0.0,0.0
2020-01-27,91.0,92.0500030517578,90.76699829101562,91.41699981689452,70570000,0.0,0.0
2020-01-28,92.0250015258789,92.90550231933594,91.5009994506836,92.6624984741211,56160000,0.0,0.0
2020-01-29,93.1999969482422,93.7375030517578,92.7509994506836,92.9000015258789,41760000,0.0,0.0
2020-01-30,92.9000015258789,93.64350128173828,92.53050231933594,93.53399658203124,126548000,0.0,0.0
2020-01-31,102.57350158691406,102.78600311279295,100.1135025024414,100.43599700927734,311346000,0.0,0.0
2020-02-03,100.52999877929688,102.4250030517578,100.0124969482422,100.20999908447266,117834000,0.0,0.0
2020-02-04,101.49400329589844,102.98999786376952,100.76850128173828,102.4834976196289,105786000,0.0,0.0
2020-02-05,103.5510025024414,103.5510025024414,101.5999984741211,101.99349975585938,87524000,0.0,0.0
2020-02-06,102.0510025024414,102.81500244140624,101.23999786376952,102.5114974975586,63660000,0.0,0.0
2020-02-07,102.09950256347656,104.92649841308594,101.90499877929688,103.96399688720705,101906000,0.0,0.0
2020-02-10,104.25050354003906,106.77999877929688,104.2480010986328,106.69550323486328,101124000,0.0,0.0
2020-02-11,107.54499816894533,109.29750061035156,106.8000030517578,107.54000091552734,114920000,0.0,0.0
2020-02-12,108.16000366210938,109.0124969482422,107.7645034790039,108.0,66686000,0.0,0.0
2020-02-13,107.24949645996094,108.51399993896484,107.0999984741211,107.49349975585938,60636000,0.0,0.0
2020-02-14,107.78399658203124,107.9520034790039,106.29450225830078,106.74349975585938,52124000,0.0,0.0
2020-02-18,106.2509994506836,108.30349731445312,106.20549774169922,107.78350067138672,58912000,0.0,0.0
2020-02-19,108.38999938964844,109.25499725341795,108.05599975585938,108.51100158691406,51224000,0.0,0.0
2020-02-20,108.65350341796876,108.8395004272461,106.37249755859376,107.65499877929688,62626000,0.0,0.0
2020-02-21,107.10749816894533,107.22750091552734,104.4000015258789,104.79850006103516,92926000,0.0,0.0
2020-02-24,100.15899658203124,101.96499633789062,99.39849853515624,100.4645004272461,130940000,0.0,0.0
2020-02-25,101.3209991455078,101.7300033569336,97.9209976196289,98.63700103759766,124382000,0.0,0.0
2020-02-26,98.51399993896484,100.7334976196289,98.02249908447266,98.97949981689452,104492000,0.0,0.0
2020-02-27,96.71900177001952,98.75,94.13800048828124,94.21499633789062,162880000,0.0,0.0
2020-02-28,90.73149871826172,94.48799896240234,90.55650329589844,94.1875,189620000,0.0,0.0
2020-03-02,95.32450103759766,97.72550201416016,93.5,97.69750213623048,135234000,0.0,0.0
2020-03-03,98.76850128173828,99.81649780273438,94.40450286865234,95.44950103759766,150690000,0.0,0.0
2020-03-04,97.32849884033205,98.9000015258789,96.0999984741211,98.79149627685548,95458000,0.0,0.0
2020-03-05,96.6500015258789,98.03600311279295,95.5,96.20149993896484,94964000,0.0,0.0
2020-03-06,93.75,95.5435028076172,93.4749984741211,95.05449676513672,105472000,0.0,0.0
